Time,Voltage,Current,Power,State
678.0,0.88,31.8,14,DRY_RUN
679.0,0.88,35.97,26,DRY_RUN
680.0,0.88,42.24,62,DRY_RUN
681.0,0.89,54.46,32,DRY_RUN
682.0,0.88,48.99,0,DRY_RUN
683.0,0.89,37.42,30,DRY_RUN
684.0,0.88,42.16,96,DRY_RUN
686.0,0.87,35.61,14,DRY_RUN
687.0,0.88,31.0,42,DRY_RUN
688.0,0.88,24.5,22,DRY_RUN
689.0,0.88,33.08,56,DRY_RUN
690.0,0.88,43.4,86,DRY_RUN
691.0,0.89,37.87,4,DRY_RUN
692.0,0.88,45.93,16,DRY_RUN
693.0,0.88,40.62,0,DRY_RUN
694.0,0.88,47.52,68,DRY_RUN
695.0,0.88,45.99,4,DRY_RUN
696.0,0.88,44.24,32,DRY_RUN
697.0,0.88,22.88,96,DRY_RUN
698.0,0.88,32.06,66,DRY_RUN
699.0,0.88,41.26,42,DRY_RUN
700.0,0.88,26.78,30,DRY_RUN
701.0,0.88,42.78,58,DRY_RUN
702.0,0.88,43.06,4,DRY_RUN
704.0,0.88,32.46,4,DRY_RUN
705.0,0.88,44.92,20,DRY_RUN
706.0,0.89,37.11,4,DRY_RUN
707.0,0.88,38.19,68,DRY_RUN
708.0,0.88,36.15,30,DRY_RUN
709.0,0.88,40.59,30,DRY_RUN
710.0,0.88,30.28,96,DRY_RUN
711.0,0.88,45.51,78,DRY_RUN
712.0,0.88,57.49,10,DRY_RUN
713.0,0.88,38.7,22,DRY_RUN
714.0,0.88,40.78,22,DRY_RUN
715.0,0.88,31.61,10,DRY_RUN
716.0,0.88,27.7,88,DRY_RUN
717.0,0.89,34.59,30,DRY_RUN
718.0,0.88,39.89,32,DRY_RUN
719.0,0.88,27.84,36,DRY_RUN
721.0,0.88,45.47,50,DRY_RUN
722.0,0.88,49.27,4,DRY_RUN
723.0,0.88,33.36,14,DRY_RUN
724.0,0.88,39.14,0,DRY_RUN
725.0,0.89,28.33,20,DRY_RUN
726.0,0.88,23.04,62,DRY_RUN
727.0,0.88,34.14,52,DRY_RUN
728.0,0.88,39.14,46,DRY_RUN
729.0,0.88,31.23,82,DRY_RUN
730.0,0.88,49.27,68,DRY_RUN
731.0,0.89,58.53,14,DRY_RUN
732.0,0.88,38.33,20,DRY_RUN
733.0,0.88,40.25,36,DRY_RUN
734.0,0.89,31.12,4,DRY_RUN
735.0,0.88,28.15,96,DRY_RUN
736.0,0.89,31.24,16,DRY_RUN
738.0,0.88,33.97,26,DRY_RUN
739.0,0.88,25.21,46,DRY_RUN
740.0,0.88,42.3,68,DRY_RUN
741.0,0.89,49.1,4,DRY_RUN
742.0,0.88,32.51,6,DRY_RUN
743.0,0.88,43.98,16,DRY_RUN
744.0,0.89,34.54,0,DRY_RUN
745.0,0.89,32.98,72,DRY_RUN
746.0,0.89,35.93,50,DRY_RUN
747.0,0.88,39.81,40,DRY_RUN
748.0,0.88,25.9,86,DRY_RUN
749.0,0.89,49.16,68,DRY_RUN
750.0,0.89,50.67,14,DRY_RUN
751.0,0.89,48.69,46,DRY_RUN
752.0,0.88,42.22,20,DRY_RUN
753.0,0.88,33.21,14,DRY_RUN
754.0,0.88,27.24,88,DRY_RUN
756.0,0.88,33.35,22,DRY_RUN
757.0,0.88,38.48,30,DRY_RUN
758.0,0.88,35.23,46,DRY_RUN
759.0,0.88,44.63,56,DRY_RUN
760.0,0.88,42.89,4,DRY_RUN
761.0,0.88,40.24,86,DRY_RUN
762.0,0.88,41.1,6,DRY_RUN
763.0,0.88,26.89,14,DRY_RUN
764.0,0.88,21.18,58,DRY_RUN
765.0,0.88,30.56,88,DRY_RUN
766.0,0.88,45.15,72,DRY_RUN
767.0,0.88,36.39,26,DRY_RUN
768.0,0.87,46.69,26,DRY_RUN
769.0,0.87,44.66,4,DRY_RUN
770.0,0.87,46.7,68,DRY_RUN
771.0,0.87,42.57,4,DRY_RUN
773.0,0.88,44.8,46,DRY_RUN
774.0,0.87,24.68,78,DRY_RUN
775.0,0.87,32.3,52,DRY_RUN
776.0,0.88,47.16,66,DRY_RUN
777.0,0.88,42.66,16,DRY_RUN
778.0,0.88,53.39,6,DRY_RUN
779.0,0.88,47.18,32,DRY_RUN
780.0,0.88,30.05,86,DRY_RUN
781.0,0.88,33.94,10,DRY_RUN
782.0,0.88,43.23,50,DRY_RUN
783.0,0.89,39.81,16,DRY_RUN
784.0,0.88,57.48,20,DRY_RUN
785.0,0.89,39.9,14,DRY_RUN
786.0,0.88,38.58,42,DRY_RUN
787.0,0.88,39.67,14,DRY_RUN
788.0,0.89,40.13,40,DRY_RUN
789.0,0.88,31.31,16,DRY_RUN
791.0,0.88,29.39,4,DRY_RUN
792.0,0.88,41.45,96,DRY_RUN
793.0,0.88,34.81,20,DRY_RUN
794.0,0.88,41.84,0,DRY_RUN
795.0,0.88,37.25,20,DRY_RUN
796.0,0.87,34.89,56,DRY_RUN
797.0,0.88,22.46,4,DRY_RUN
798.0,0.88,37.08,76,DRY_RUN
799.0,0.88,37.0,26,DRY_RUN
800.0,0.88,39.86,20,DRY_RUN
801.0,0.88,36.2,72,DRY_RUN
802.0,0.88,49.16,88,DRY_RUN
803.0,0.88,41.19,6,DRY_RUN
804.0,0.88,36.01,50,DRY_RUN
805.0,0.88,44.72,50,DRY_RUN
806.0,0.88,32.39,10,DRY_RUN
808.0,0.88,33.85,52,DRY_RUN
809.0,0.88,41.3,10,DRY_RUN
810.0,0.88,49.54,16,DRY_RUN
811.0,0.88,44.41,88,DRY_RUN
812.0,0.87,46.91,40,DRY_RUN
813.0,0.89,45.17,10,DRY_RUN
814.0,0.88,39.77,32,DRY_RUN
815.0,0.88,22.36,30,DRY_RUN
816.0,0.87,27.6,4,DRY_RUN
817.0,0.88,36.63,88,DRY_RUN
818.0,0.89,33.18,4,DRY_RUN
819.0,0.88,45.25,6,DRY_RUN
820.0,0.88,33.72,6,DRY_RUN
821.0,0.87,34.7,92,DRY_RUN
822.0,0.88,35.21,6,DRY_RUN
823.0,0.88,46.3,56,DRY_RUN
825.0,0.88,39.51,72,DRY_RUN
826.0,0.87,33.03,10,DRY_RUN
827.0,0.88,48.45,56,DRY_RUN
828.0,0.88,33.47,0,DRY_RUN
829.0,0.88,43.54,52,DRY_RUN
830.0,0.88,44.88,6,DRY_RUN
831.0,0.88,32.69,36,DRY_RUN
832.0,0.88,54.67,50,DRY_RUN
833.0,0.89,50.44,14,DRY_RUN
834.0,0.88,42.1,50,DRY_RUN
835.0,0.88,24.38,16,DRY_RUN
836.0,0.88,26.38,4,DRY_RUN
837.0,0.88,40.65,76,DRY_RUN
838.0,0.88,30.62,46,DRY_RUN
839.0,0.88,44.93,50,DRY_RUN
840.0,0.88,55.87,14,DRY_RUN
841.0,0.87,43.84,20,DRY_RUN
843.0,0.88,54.95,32,DRY_RUN
844.0,0.88,34.85,0,DRY_RUN
845.0,0.88,24.62,88,DRY_RUN
846.0,0.88,40.07,4,DRY_RUN
847.0,0.88,31.54,16,DRY_RUN
848.0,0.88,28.45,58,DRY_RUN
849.0,0.88,40.59,86,DRY_RUN
850.0,0.88,49.75,6,DRY_RUN
851.0,0.88,32.18,30,DRY_RUN
852.0,0.87,49.63,30,DRY_RUN
853.0,0.88,45.72,4,DRY_RUN
854.0,0.89,38.25,68,DRY_RUN
855.0,0.88,36.72,32,DRY_RUN
856.0,0.88,40.1,40,DRY_RUN
857.0,0.88,36.12,92,DRY_RUN
858.0,0.88,47.08,78,DRY_RUN
860.0,0.88,53.78,14,DRY_RUN
861.0,0.88,45.05,42,DRY_RUN
862.0,0.88,38.71,30,DRY_RUN
863.0,0.89,21.18,4,DRY_RUN
864.0,0.88,33.06,82,DRY_RUN
865.0,0.88,35.3,4,DRY_RUN
866.0,0.88,40.41,14,DRY_RUN
867.0,0.88,37.01,72,DRY_RUN
868.0,0.88,39.19,62,DRY_RUN
869.0,0.88,43.83,4,DRY_RUN
870.0,0.88,37.8,36,DRY_RUN
871.0,0.88,41.71,72,DRY_RUN
872.0,0.88,34.63,14,DRY_RUN
873.0,0.88,31.67,46,DRY_RUN
874.0,0.88,30.64,16,DRY_RUN
875.0,0.88,40.13,40,DRY_RUN
876.0,0.88,44.47,86,DRY_RUN
878.0,0.87,40.5,10,DRY_RUN
879.0,0.88,41.55,4,DRY_RUN
880.0,0.88,37.19,14,DRY_RUN
881.0,0.88,23.52,58,DRY_RUN
882.0,0.87,32.74,6,DRY_RUN
883.0,0.88,40.78,56,DRY_RUN
884.0,0.88,22.31,72,DRY_RUN
885.0,0.88,44.64,78,DRY_RUN
886.0,0.87,51.77,14,DRY_RUN
887.0,0.87,36.6,32,DRY_RUN
888.0,0.88,51.31,58,DRY_RUN
889.0,0.88,33.12,6,DRY_RUN
890.0,0.88,29.39,58,DRY_RUN
891.0,0.88,39.01,72,DRY_RUN
892.0,0.88,33.36,10,DRY_RUN
893.0,0.88,31.14,42,DRY_RUN
895.0,0.88,26.96,32,DRY_RUN
896.0,0.88,31.1,62,DRY_RUN
897.0,0.88,46.57,68,DRY_RUN
898.0,0.88,32.67,62,DRY_RUN
899.0,0.88,56.02,50,DRY_RUN
900.0,0.88,46.71,10,DRY_RUN
901.0,0.89,36.37,46,DRY_RUN
902.0,0.88,37.21,36,DRY_RUN
903.0,0.88,23.46,4,DRY_RUN
904.0,0.88,40.3,68,DRY_RUN
905.0,0.89,30.04,68,DRY_RUN
906.0,0.88,28.8,66,DRY_RUN
907.0,0.88,45.14,50,DRY_RUN
908.0,0.88,34.26,32,DRY_RUN
909.0,0.88,40.82,86,DRY_RUN
910.0,0.88,41.88,6,DRY_RUN
912.0,0.88,51.32,32,DRY_RUN
913.0,0.88,42.33,62,DRY_RUN
914.0,0.88,39.87,10,DRY_RUN
915.0,0.88,40.56,22,DRY_RUN
916.0,0.88,28.27,62,DRY_RUN
917.0,0.88,34.15,36,DRY_RUN
918.0,0.88,41.42,30,DRY_RUN
919.0,0.87,36.07,88,DRY_RUN
920.0,0.88,38.55,20,DRY_RUN
921.0,0.87,43.37,6,DRY_RUN
922.0,0.88,37.26,72,DRY_RUN
923.0,0.87,40.83,32,DRY_RUN
924.0,0.88,55.55,14,DRY_RUN
925.0,0.88,37.73,10,DRY_RUN
926.0,0.88,24.15,82,DRY_RUN
927.0,0.88,43.12,10,DRY_RUN
928.0,0.87,36.99,0,DRY_RUN
930.0,0.88,37.0,68,DRY_RUN
931.0,0.88,40.73,10,DRY_RUN
932.0,0.88,46.05,16,DRY_RUN
933.0,0.88,40.9,98,DRY_RUN
934.0,0.88,40.67,20,DRY_RUN
935.0,0.88,43.95,6,DRY_RUN
936.0,0.88,42.99,0,DRY_RUN
937.0,0.88,43.68,68,DRY_RUN
938.0,0.89,45.74,6,DRY_RUN
939.0,0.88,32.38,20,DRY_RUN
940.0,0.88,25.88,96,DRY_RUN
941.0,0.88,37.15,52,DRY_RUN
942.0,0.89,51.07,10,DRY_RUN
943.0,0.88,42.26,0,DRY_RUN
944.0,0.88,52.7,16,DRY_RUN
945.0,0.88,40.85,16,DRY_RUN
947.0,0.88,22.62,88,DRY_RUN
948.0,0.88,38.67,6,DRY_RUN
949.0,0.88,35.78,22,DRY_RUN
950.0,0.88,27.28,58,DRY_RUN
951.0,0.88,42.37,78,DRY_RUN
952.0,0.88,50.2,6,DRY_RUN
953.0,0.88,31.1,56,DRY_RUN
954.0,0.88,45.98,26,DRY_RUN
955.0,0.89,38.5,6,DRY_RUN
956.0,0.89,28.25,62,DRY_RUN
957.0,0.88,34.85,46,DRY_RUN
958.0,0.88,39.54,46,DRY_RUN
959.0,0.88,40.12,68,DRY_RUN
960.0,0.88,54.47,58,DRY_RUN
961.0,0.88,58.03,14,DRY_RUN
962.0,0.88,57.29,58,DRY_RUN
964.0,0.88,45.88,14,DRY_RUN
965.0,0.88,30.74,16,DRY_RUN
966.0,0.88,24.45,98,DRY_RUN
967.0,0.88,35.03,40,DRY_RUN
968.0,0.88,38.92,36,DRY_RUN
969.0,0.88,32.52,30,DRY_RUN
970.0,0.88,44.85,62,DRY_RUN
971.0,0.88,32.39,6,DRY_RUN
972.0,0.88,38.06,52,DRY_RUN
973.0,0.87,48.93,50,DRY_RUN
974.0,0.87,35.87,14,DRY_RUN
975.0,0.88,40.58,42,DRY_RUN
976.0,0.88,21.37,36,DRY_RUN
977.0,0.88,29.03,78,DRY_RUN
978.0,0.88,45.34,68,DRY_RUN
979.0,0.88,28.8,46,DRY_RUN
980.0,0.88,50.53,40,DRY_RUN
982.0,0.89,51.97,10,DRY_RUN
983.0,0.89,52.81,66,DRY_RUN
984.0,0.88,45.77,4,DRY_RUN
985.0,0.88,42.23,22,DRY_RUN
986.0,0.88,23.56,98,DRY_RUN
987.0,0.88,34.43,66,DRY_RUN
988.0,0.89,44.63,50,DRY_RUN
989.0,0.88,35.42,0,DRY_RUN
990.0,0.88,44.61,40,DRY_RUN
991.0,0.88,35.17,4,DRY_RUN
992.0,0.88,32.8,86,DRY_RUN
993.0,0.88,41.69,4,DRY_RUN
994.0,0.88,37.04,14,DRY_RUN
995.0,0.88,18.93,66,DRY_RUN
996.0,0.88,32.96,92,DRY_RUN
997.0,0.88,43.71,6,DRY_RUN
999.0,0.87,31.35,50,DRY_RUN
1000.0,0.87,56.07,36,DRY_RUN
1001.0,0.89,43.36,6,DRY_RUN
1002.0,0.88,38.44,56,DRY_RUN
1003.0,0.88,43.21,14,DRY_RUN
1004.0,0.88,35.48,14,DRY_RUN
1005.0,0.88,32.37,88,DRY_RUN
1006.0,0.89,38.65,22,DRY_RUN
1007.0,0.89,41.82,0,DRY_RUN
1008.0,0.88,31.33,62,DRY_RUN
1009.0,0.88,43.33,88,DRY_RUN
1010.0,0.88,36.12,6,DRY_RUN
1011.0,0.88,36.03,52,DRY_RUN
1012.0,0.88,38.39,68,DRY_RUN
1013.0,0.88,31.23,10,DRY_RUN
1014.0,0.88,38.26,52,DRY_RUN
1015.0,0.88,39.51,20,DRY_RUN
1017.0,0.88,44.18,30,DRY_RUN
1018.0,0.89,44.41,86,DRY_RUN
1019.0,0.88,32.91,6,DRY_RUN
1020.0,0.88,52.33,14,DRY_RUN
1021.0,0.88,38.64,6,DRY_RUN
1022.0,0.88,30.68,62,DRY_RUN
1023.0,0.88,42.28,4,DRY_RUN
1024.0,0.88,38.23,36,DRY_RUN
1025.0,0.87,23.92,86,DRY_RUN
1026.0,0.89,40.77,50,DRY_RUN
1027.0,0.88,48.73,10,DRY_RUN
1028.0,0.88,36.67,30,DRY_RUN
1029.0,0.88,51.18,56,DRY_RUN
1030.0,0.88,30.93,6,DRY_RUN
1031.0,0.88,30.99,68,DRY_RUN
1032.0,0.88,43.73,30,DRY_RUN
1034.0,0.87,33.84,4,DRY_RUN
1035.0,0.88,34.02,58,DRY_RUN
1036.0,0.88,42.73,4,DRY_RUN
1037.0,0.88,51.04,14,DRY_RUN
1038.0,0.88,44.41,88,DRY_RUN
1039.0,0.88,44.76,30,DRY_RUN
1040.0,0.88,44.49,6,DRY_RUN
1041.0,0.88,25.67,30,DRY_RUN
1042.0,0.88,32.11,42,DRY_RUN
1043.0,0.88,25.34,6,DRY_RUN
1044.0,0.88,39.74,78,DRY_RUN
1045.0,0.88,31.61,20,DRY_RUN
1046.0,0.87,35.88,26,DRY_RUN
1047.0,0.87,39.64,62,DRY_RUN
1048.0,0.88,45.25,32,DRY_RUN
1049.0,0.88,49.16,4,DRY_RUN
1051.0,0.89,50.01,22,DRY_RUN
1052.0,0.88,32.24,96,DRY_RUN
1053.0,0.87,36.31,10,DRY_RUN
1054.0,0.88,35.64,32,DRY_RUN
1055.0,0.88,17.72,50,DRY_RUN
1056.0,0.88,33.29,86,DRY_RUN
1057.0,0.88,42.62,6,DRY_RUN
1058.0,0.88,39.37,68,DRY_RUN
1059.0,0.89,55.77,68,DRY_RUN
1060.0,0.88,49.05,14,DRY_RUN
1061.0,0.88,38.35,42,DRY_RUN
1062.0,0.88,37.17,46,DRY_RUN
1063.0,0.87,21.62,6,DRY_RUN
1064.0,0.88,38.18,72,DRY_RUN
1065.0,0.88,30.5,46,DRY_RUN
1066.0,0.88,33.01,42,DRY_RUN
1067.0,0.88,49.72,58,DRY_RUN
1069.0,0.88,49.5,4,DRY_RUN
1070.0,0.88,48.87,22,DRY_RUN
1071.0,0.88,40.95,4,DRY_RUN
1072.0,0.88,33.01,6,DRY_RUN
1073.0,0.88,42.75,16,DRY_RUN
1074.0,0.88,33.89,0,DRY_RUN
1075.0,0.88,35.86,58,DRY_RUN
1076.0,0.88,31.44,6,DRY_RUN
1077.0,0.88,39.18,20,DRY_RUN
1078.0,0.88,34.99,88,DRY_RUN
1079.0,0.88,34.32,4,DRY_RUN
1080.0,0.87,48.93,30,DRY_RUN
1081.0,0.88,46.75,6,DRY_RUN
1082.0,0.88,41.83,4,DRY_RUN
1083.0,0.88,51.56,26,DRY_RUN
1084.0,0.88,33.62,0,DRY_RUN
1086.0,0.88,26.94,76,DRY_RUN
1087.0,0.89,43.73,14,DRY_RUN
1088.0,0.87,36.4,0,DRY_RUN
1089.0,0.88,34.53,68,DRY_RUN
1090.0,0.88,36.07,50,DRY_RUN
1091.0,0.88,45.14,0,DRY_RUN
1092.0,0.88,37.97,92,DRY_RUN
1093.0,0.88,51.99,78,DRY_RUN
1094.0,0.89,44.77,10,DRY_RUN
1095.0,0.88,25.62,32,DRY_RUN
1096.0,0.88,31.36,46,DRY_RUN
1097.0,0.87,27.55,4,DRY_RUN
1098.0,0.88,33.39,72,DRY_RUN
1099.0,0.89,32.49,30,DRY_RUN
1100.0,0.88,35.57,26,DRY_RUN
1101.0,0.88,38.65,68,DRY_RUN
1102.0,0.88,49.69,40,DRY_RUN
1104.0,0.88,45.16,4,DRY_RUN
1105.0,0.88,44.51,26,DRY_RUN
1106.0,0.88,36.59,88,DRY_RUN
1107.0,0.88,37.26,10,DRY_RUN
1108.0,0.88,33.91,22,DRY_RUN
1109.0,0.88,18.63,58,DRY_RUN
1110.0,0.88,29.06,88,DRY_RUN
1111.0,0.88,47.29,58,DRY_RUN
1112.0,0.88,35.35,76,DRY_RUN
1113.0,0.88,51.28,56,DRY_RUN
1114.0,0.88,46.47,10,DRY_RUN
1115.0,0.88,45.23,46,DRY_RUN
1116.0,0.87,39.59,26,DRY_RUN
1117.0,0.88,21.85,6,DRY_RUN
1118.0,0.89,29.72,88,DRY_RUN
1119.0,0.87,33.27,14,DRY_RUN
1121.0,0.88,42.41,4,DRY_RUN
1122.0,0.88,32.1,66,DRY_RUN
1123.0,0.88,39.47,92,DRY_RUN
1124.0,0.88,37.19,6,DRY_RUN
1125.0,0.88,43.85,52,DRY_RUN
1126.0,0.89,45.05,50,DRY_RUN
1127.0,0.88,33.63,10,DRY_RUN
1128.0,0.88,39.03,52,DRY_RUN
1129.0,0.88,38.8,20,DRY_RUN
1130.0,0.88,39.76,30,DRY_RUN
1131.0,0.88,44.35,88,DRY_RUN
1132.0,0.89,34.98,16,DRY_RUN
1133.0,0.88,41.07,4,DRY_RUN
1134.0,0.88,36.05,14,DRY_RUN
1135.0,0.88,36.64,86,DRY_RUN
1136.0,0.88,33.19,4,DRY_RUN
1138.0,0.88,47.41,36,DRY_RUN
1139.0,0.88,23.86,86,DRY_RUN
1140.0,0.88,27.5,50,DRY_RUN
1141.0,0.88,42.16,36,DRY_RUN
1142.0,0.88,27.51,40,DRY_RUN
1143.0,0.88,44.1,58,DRY_RUN
1144.0,0.89,50.19,6,DRY_RUN
1145.0,0.88,31.51,40,DRY_RUN
1146.0,0.88,43.74,30,DRY_RUN
1147.0,0.88,33.3,4,DRY_RUN
1148.0,0.88,34.35,62,DRY_RUN
1149.0,0.89,35.79,36,DRY_RUN
1150.0,0.88,39.86,42,DRY_RUN
1151.0,0.88,30.89,78,DRY_RUN
1152.0,0.88,51.74,76,DRY_RUN
1153.0,0.89,56.12,14,DRY_RUN
1154.0,0.88,53.31,52,DRY_RUN
1156.0,0.88,43.49,26,DRY_RUN
1157.0,0.88,33.29,10,DRY_RUN
1158.0,0.87,25.3,96,DRY_RUN
1159.0,0.89,35.41,32,DRY_RUN
1160.0,0.88,36.61,32,DRY_RUN
1161.0,0.87,33.53,32,DRY_RUN
1162.0,0.88,43.83,50,DRY_RUN
1163.0,0.88,40.15,0,DRY_RUN
1164.0,0.87,38.37,82,DRY_RUN
1165.0,0.88,40.9,0,DRY_RUN
1166.0,0.88,32.53,20,DRY_RUN
1167.0,0.88,17.6,62,DRY_RUN
1168.0,0.88,28.46,82,DRY_RUN
1169.0,0.88,46.69,66,DRY_RUN
1170.0,0.87,31.63,42,DRY_RUN
1171.0,0.88,44.67,22,DRY_RUN
1173.0,0.88,40.46,4,DRY_RUN
1174.0,0.88,30.96,62,DRY_RUN
1175.0,0.88,35.92,6,DRY_RUN
1176.0,0.88,41.73,56,DRY_RUN
1177.0,0.88,24.79,62,DRY_RUN
1178.0,0.88,44.54,46,DRY_RUN
1179.0,0.88,50.99,10,DRY_RUN
1180.0,0.86,46.13,22,DRY_RUN
1181.0,0.88,56.61,4,DRY_RUN
1182.0,0.88,51.93,26,DRY_RUN
1183.0,0.88,31.8,96,DRY_RUN
1184.0,0.88,34.24,14,DRY_RUN
1185.0,0.88,41.87,56,DRY_RUN
1186.0,0.88,37.9,14,DRY_RUN
1187.0,0.88,53.64,16,DRY_RUN
1188.0,0.88,36.58,20,DRY_RUN
1189.0,0.87,37.73,68,DRY_RUN
1191.0,0.88,36.31,14,DRY_RUN
1192.0,0.88,40.04,46,DRY_RUN
1193.0,0.88,35.11,20,DRY_RUN
1194.0,0.89,37.9,20,DRY_RUN
1195.0,0.88,44.32,88,DRY_RUN
1196.0,0.88,37.7,36,DRY_RUN
1197.0,0.88,44.94,10,DRY_RUN
1198.0,0.88,42.57,36,DRY_RUN
1199.0,0.87,36.86,50,DRY_RUN
1200.0,0.88,23.04,4,DRY_RUN
1201.0,0.89,33.3,82,DRY_RUN
1202.0,0.88,26.24,0,DRY_RUN
1203.0,0.88,39.71,10,DRY_RUN
1204.0,0.88,33.37,56,DRY_RUN
1205.0,0.88,47.27,86,DRY_RUN
1206.0,0.88,32.71,6,DRY_RUN
1208.0,0.89,32.76,66,DRY_RUN
1209.0,0.88,45.17,20,DRY_RUN
1210.0,0.88,35.46,4,DRY_RUN
1211.0,0.88,32.61,72,DRY_RUN
1212.0,0.88,38.83,82,DRY_RUN
1213.0,0.88,42.85,6,DRY_RUN
1214.0,0.88,31.49,50,DRY_RUN
1215.0,0.87,44.9,22,DRY_RUN
1216.0,0.88,40.42,4,DRY_RUN
1217.0,0.88,26.49,62,DRY_RUN
1218.0,0.88,33.1,72,DRY_RUN
1219.0,0.88,44.69,66,DRY_RUN
1220.0,0.88,29.02,40,DRY_RUN
1221.0,0.88,46.56,26,DRY_RUN
1222.0,0.88,39.04,0,DRY_RUN
1223.0,0.88,42.94,66,DRY_RUN
1225.0,0.88,43.84,4,DRY_RUN
1226.0,0.88,44.44,32,DRY_RUN
1227.0,0.88,22.76,96,DRY_RUN
1228.0,0.88,34.22,68,DRY_RUN
1229.0,0.88,46.17,50,DRY_RUN
1230.0,0.88,41.83,14,DRY_RUN
1231.0,0.88,45.23,32,DRY_RUN
1232.0,0.88,34.75,4,DRY_RUN
1233.0,0.88,34.14,82,DRY_RUN
1234.0,0.88,43.28,14,DRY_RUN
1235.0,0.88,29.69,4,DRY_RUN
1236.0,0.88,38.37,68,DRY_RUN
1237.0,0.88,35.29,10,DRY_RUN
1238.0,0.88,44.21,16,DRY_RUN
1239.0,0.88,41.1,98,DRY_RUN
1240.0,0.88,34.23,14,DRY_RUN
1241.0,0.88,43.59,6,DRY_RUN
1243.0,0.88,43.35,4,DRY_RUN
1244.0,0.87,40.28,62,DRY_RUN
1245.0,0.88,40.06,0,DRY_RUN
1246.0,0.89,51.85,26,DRY_RUN
1247.0,0.88,23.99,98,DRY_RUN
1248.0,0.88,33.76,46,DRY_RUN
1249.0,0.88,39.55,40,DRY_RUN
1250.0,0.88,27.25,22,DRY_RUN
1251.0,0.87,43.67,50,DRY_RUN
1252.0,0.88,41.73,4,DRY_RUN
1253.0,0.88,40.36,76,DRY_RUN
1254.0,0.87,43.69,14,DRY_RUN
1255.0,0.89,34.12,0,DRY_RUN
1256.0,0.88,33.26,68,DRY_RUN
1257.0,0.88,32.76,40,DRY_RUN
1258.0,0.88,40.37,32,DRY_RUN
1260.0,0.87,35.81,96,DRY_RUN
1261.0,0.88,44.9,72,DRY_RUN
1262.0,0.89,45.57,10,DRY_RUN
1263.0,0.88,41.07,36,DRY_RUN
1264.0,0.87,36.53,40,DRY_RUN
1265.0,0.89,20.0,0,DRY_RUN
1266.0,0.88,34.14,78,DRY_RUN
1267.0,0.88,35.45,4,DRY_RUN
1268.0,0.88,40.75,14,DRY_RUN
1269.0,0.88,35.52,68,DRY_RUN
1270.0,0.88,39.27,88,DRY_RUN
1271.0,0.88,41.81,6,DRY_RUN
1272.0,0.88,37.01,46,DRY_RUN
1273.0,0.88,43.28,66,DRY_RUN
1274.0,0.88,33.14,10,DRY_RUN
1275.0,0.88,39.51,46,DRY_RUN
1276.0,0.88,31.61,10,DRY_RUN
1278.0,0.87,41.22,36,DRY_RUN
1279.0,0.88,44.44,86,DRY_RUN
1280.0,0.88,38.72,10,DRY_RUN
1281.0,0.88,40.71,4,DRY_RUN
1282.0,0.88,22.84,16,DRY_RUN
1283.0,0.89,33.64,82,DRY_RUN
1284.0,0.87,28.11,6,DRY_RUN
1285.0,0.88,34.98,66,DRY_RUN
1286.0,0.88,28.14,52,DRY_RUN
1287.0,0.88,31.66,50,DRY_RUN
1288.0,0.88,51.77,56,DRY_RUN
1289.0,0.89,55.09,4,DRY_RUN
1290.0,0.88,49.48,16,DRY_RUN
1291.0,0.88,44.37,10,DRY_RUN
1292.0,0.87,39.29,96,DRY_RUN
1293.0,0.88,38.64,4,DRY_RUN
1295.0,0.88,31.77,22,DRY_RUN
1296.0,0.88,18.72,52,DRY_RUN
1297.0,0.88,30.58,92,DRY_RUN
1298.0,0.88,44.48,62,DRY_RUN
1299.0,0.88,36.88,56,DRY_RUN
1300.0,0.88,59.96,46,DRY_RUN
1301.0,0.89,48.01,10,DRY_RUN
1302.0,0.88,49.12,62,DRY_RUN
1303.0,0.87,45.88,6,DRY_RUN
1304.0,0.89,39.75,30,DRY_RUN
1305.0,0.88,23.08,96,DRY_RUN
1306.0,0.88,39.7,78,DRY_RUN
1307.0,0.88,48.19,10,DRY_RUN
1308.0,0.88,35.95,4,DRY_RUN
1309.0,0.88,51.12,36,DRY_RUN
1310.0,0.88,35.89,6,DRY_RUN
1312.0,0.88,23.52,86,DRY_RUN
1313.0,0.88,39.73,4,DRY_RUN
1314.0,0.88,39.52,22,DRY_RUN
1315.0,0.88,19.83,56,DRY_RUN
1316.0,0.88,43.28,68,DRY_RUN
1317.0,0.89,44.76,6,DRY_RUN
1318.0,0.88,31.97,30,DRY_RUN
1319.0,0.88,53.57,20,DRY_RUN
1320.0,0.88,40.85,4,DRY_RUN
1321.0,0.88,36.2,62,DRY_RUN
1322.0,0.88,38.39,6,DRY_RUN
1323.0,0.88,39.28,50,DRY_RUN
1324.0,0.88,25.81,76,DRY_RUN
1325.0,0.88,52.55,68,DRY_RUN
1326.0,0.89,56.93,14,DRY_RUN
1327.0,0.88,45.66,14,DRY_RUN
1328.0,0.88,46.18,10,DRY_RUN
1330.0,0.88,47.63,20,DRY_RUN
1331.0,0.88,29.09,98,DRY_RUN
1332.0,0.88,26.69,56,DRY_RUN
1333.0,0.88,43.43,46,DRY_RUN
1334.0,0.88,32.48,6,DRY_RUN
1335.0,0.87,44.55,40,DRY_RUN
1336.0,0.88,46.51,4,DRY_RUN
